序号,用户,评论,时间
2598,玩个微博还得起名,弱弱问一句，是“合在一棵树上”还是“刻在一棵树上”，是不是错别字啊，我也不敢确定,5月3日 22:44
2599,小可爱是我的lilililandi呀,太厉害了，这耐心,5月3日 22:44
2600,駱小郁,致敬手工艺术家,5月3日 22:44
2601,Sing馨的裴裴啊,匠人精神,5月3日 22:43
2602,文除superman玉,手艺人,5月3日 22:43
2603,嗨起床搬砖了,我越来越相信我出生就是来地球充数的了,5月3日 22:43
2604,巧巧是萨摩耶,太牛了,5月3日 22:43
2605,福山湯川先生,好尊敬！,5月3日 22:43
2606,丶小诺比,厉害了,5月3日 22:43
2607,晚安是长情的告白,工匠精神，厉害了,5月3日 22:43
2608,梦系扁舟应回响,能人出精品,5月3日 22:43
2609,郝人-Haoren,希望多宣扬一下，快时代没有多少人会沉下心来做这些事了,5月3日 22:43
2610,不二家的贝塔,叹为观止…,5月3日 22:42
2611,指尖萤光,高手在民间啊，太牛了,5月3日 22:42
2612,刘刘刘好运呐,叔叔真是🐮 啊,5月3日 22:42
2613,Jessinini0930,匠人精神太可怕了,5月3日 22:42
2614,迷路的木子喜洋洋,清明上河图无价之宝,5月3日 22:42
2615,Sunintwilight-,太牛批了,5月3日 22:42
2616,pp水番,卧槽卧槽！,5月3日 22:42
2617,七匠九工作室,动不动就清明上河图,5月3日 22:41
2618,是雪碧猪,用我们莆田话来说 真的实实盖炼！,5月3日 22:41
2619,布姆杨措,拍案叫绝 无以言表,5月3日 22:41
2620,怀·瑾,也算是国家宝藏了，真的太厉害了！！,5月3日 22:41
2621,Yee的鹤宝宝,致敬大国工匠真的好棒,5月3日 22:41
2622,小陈总的小姐姐,无价之宝👍🏻,5月3日 22:41
2623,酸不溜秋的葡萄,惊呆了，技艺卓群！如果能去参观，看到实物，应该会很震撼,5月3日 22:41
2624,Aa酥苏苏,太厉害了！！,5月3日 22:40
2625,改掉晚睡强迫症好么,惊为天人,5月3日 22:40
2626,大地考拉,真的佩服，,5月3日 22:40
2627,西藏_天天天蓝,问下，不是800多人物吗？,5月3日 22:40
2628,Luther-L812,太牛逼啦！！！,5月3日 22:40
2629,看看谁来啦,快手上有的比他牛逼,5月3日 22:40
2630,呆萌的不急不躁的蜗牛,致敬大国工匠,5月3日 22:40
2631,爱笑的阳光小美女,真是堪称世界一流，鬼斧神工……不得不为之惊叹❗️,5月3日 22:40
2632,秋刀鱼xl,传世之作！,5月3日 22:40
2633,易起炜笑,用我们莆田话来说 真的实实盖炼！,5月3日 22:40
2634,匡兮毕简弛,这是独具匠心啊,5月3日 22:40
2635,哎哟大声说出来,膜拜,5月3日 22:40
2636,Sunintwilight-,真佩服这种艺术家，手艺人,5月3日 22:39
2637,容林手绘,古人般的手艺好厉害啊 现代真的越来越少人会了,5月3日 22:39
2638,LaLaLaLa辣辣,好牛,5月3日 22:39
2639,咱也不知道啊5366,奇人,5月3日 22:39
2640,cofe_tea,跪了,5月3日 22:39
2641,周默321,这手艺绝了 太棒了,5月3日 22:39
2642,冷叶敏,我的妈呀，这雕工……,5月3日 22:39
2643,德拉科的小蝎子,超级厉害，致敬,5月3日 22:39
2644,力口宝,有意义,5月3日 22:39
2645,Angel萍萍201703,太牛了,5月3日 22:38
2646,珊小狸,敬佩,5月3日 22:38
2647,春末的我,大师在人间。这个作品令我目瞪口呆,5月3日 22:38
2648,渝城年少,工匠精神,5月3日 22:38
2649,老十八icon,牛逼,5月3日 22:38
2650,仟夜未央,厉害👍🏻,5月3日 22:38
2651,乔老爷玩转地球,，这不仅仅是一件伟大的作品！寓意深远！,5月3日 22:38
2652,橘子汽水冰棒,真大国工匠,5月3日 22:38
2653,听听0727,绝了,5月3日 22:38
2654,两分牵挂,手工匠人真是超人，巨人精神,5月3日 22:38
2655,Leigh-村村,太牛了,5月3日 22:38
2656,AmPmGwj,太厉害了，纯手工艺术品,5月3日 22:38
2657,Dear京京Kelly,棒棒棒,5月3日 22:38
2658,O媛小喵O,不得不说，莆田人确实有本事！莆田系确实牛,5月3日 22:38
2659,紫薇ing_,我的言语已经不能表达我对他的敬佩了，真的太棒了。致敬大国工匠,5月3日 22:37
2660,凝嫣-慕染,哇，好厉害啊！！！点赞点赞！,5月3日 22:37
2661,无爱可失得不到相恋别说失恋27,好厉害,5月3日 22:37
2662,麦草jay,这个真的是非常非常艺术，无价之宝，太厉害了，每一个创作都是无尽的付出 ，四年，感谢您的坚持，感谢您对艺术文化的奉献。太赞了👍,5月3日 22:37
2663,我是蒙施啊,太厉害了,5月3日 22:37
2664,一只想再长高3cm的长颈鹿,厉害啊,5月3日 22:36
2665,艾伦Allen3,牛逼,5月3日 22:36
2666,芒果汁酸牛奶,点赞,5月3日 22:36
2667,五百万的小肉掌,牛,5月3日 22:36
2668,Nya牛牛,大师，艺术家,5月3日 22:35
2669,梦幻童话镇的小红帽,一定要把手艺传承下去,5月3日 22:35
2670,乐意o_o,希望能够做好防腐，存立百世而不衰,5月3日 22:35
2671,尘屑倦sour,致敬！,5月3日 22:35
2672,陆烟旻-,也太厉害了吧！致敬大国工匠！,5月3日 22:35
2673,雨落无声人自知,能工巧匠，与《核舟记》的描述颇有异曲同工之妙,5月3日 22:35
2674,落雪芜歌,致敬我们的匠人,5月3日 22:35
2675,国服14亿躺赢教父,高手果然在民间,5月3日 22:35
2676,Arry琴,一代巨匠,5月3日 22:35
2677,MC-洛熙,耗时四年，成就经典,5月3日 22:35
2678,寇吻,🐂🍺,5月3日 22:35
2679,站在西塔林挺胸的暖阳,点赞,5月3日 22:34
2680,YannGoah,我要手工赞👍一个,5月3日 22:34
2681,帅zZ哥池塘的鱼,这个真的是厉害的,5月3日 22:34
2682,_久末,匠心敬佩！致敬大国工匠！,5月3日 22:34
2683,Mosanxe,不用玻璃柜？灰尘怎么清,5月3日 22:34
2684,甜酒酿米和奶馒,我的妈啊,5月3日 22:34
2685,oah_6,工匠精神,5月3日 22:34
2686,Only_Stephy,致敬,5月3日 22:34
2687,某某的某某某的某某某某,太棒了,5月3日 22:34
2688,傅彧颖,工匠精神值得我们去传承,5月3日 22:34
2689,宇宙无敌噼里啪啦厉害的离,哇靠，等我看到成品那一刻我惊呆了,5月3日 22:33
2690,李某某诶,我的天啊……这种工匠精神和技术太让人佩服了…寓意也好棒,5月3日 22:33
2691,居家哩肉馅儿小笼包1990,致敬,5月3日 22:33
2692,Jon_翻黎,这也太牛逼了吧,5月3日 22:33
2693,懒床的流氓兔,我先问问这树是健健康康的被砍下来还是?,5月3日 22:33
2694,绣一声来了,树:疼,5月3日 22:33
2695,苏_莯苡,太牛逼！,5月3日 22:33
2696,尘屑倦sour,转发微博,5月3日 22:33
2697,黄贵贵啊,纤毫毕现，传续经典,5月3日 22:32
2698,一二三有十,记得《核舟记》吗？这真的是继承了古人的技艺呀，超厉害👍🏻,5月3日 22:32
2699,木兔鸟,老乡好心性好手艺希望艺术品能妥善保存,5月3日 22:32
2700,三月里的小林,“有人胆敢试图把台湾分裂出去，中国军队将不惜一战”  “搞台独就是死路一条”🇨🇳🇨🇳🇨🇳,5月3日 22:31
2701,黄贵贵啊,这是多少个日夜的的雕刻啊,5月3日 22:31
2702,陈苏若缺,想起给我做家具的师傅。。。诶。。要我三万块。。。简直特么骗钱糊弄事儿。。。侮辱木匠这两个字。。。,5月3日 22:31
2703,阙g歌,莆田美术工艺真的厉害！,5月3日 22:30
2704,玛莉的小绵羊,厉害啊，致敬！ 一双巧手，一颗远大的心,5月3日 22:30
2705,槑槑槑槑宇,真的佩服,5月3日 22:30
2706,9494可爱鬼,牛逼,5月3日 22:30
2707,大雨里的大鱼,这个厉害！,5月3日 22:30
2708,阝百升,还是立体的？！！！！,5月3日 22:30
2709,槑槑槑槑宇,惊为天人！,5月3日 22:30
2710,韩炜hanwei,大师,5月3日 22:30
2711,叶滴子,牛人！！！！！！,5月3日 22:30
2712,韶华似氺也,厉害厉害👍,5月3日 22:29
2713,Jinendless,[机智],5月3日 22:29
2714,嫩江7号,精湛,5月3日 22:29
2715,好运加成buff,希望能好好保护，文化传承应该让更多人有幸看到,5月3日 22:29
2716,半吊子音乐,真的太牛了！！！我觉得能办到真的很神！！！！真的太美了！！！,5月3日 22:29
2717,茅山上的野人,厉害，敬佩,5月3日 22:27
2718,我是哈哈晴,天啊！佩服佩服！,5月3日 22:27
2719,Candy-芸芸,厉害厉害厉害厉害。崇拜崇拜崇拜。都是传承……,5月3日 22:27
2720,超级无敌_娜,太厉害了，简直不可思议！,5月3日 22:27
2721,哈佳05069,厉害啊,5月3日 22:27
2722,她他ta它,莆田可能就剩这是真的了（不喜勿喷）,5月3日 22:27
2723,Swaggy_Ro,真是大师啊！,5月3日 22:27
2724,Alyn今日几瓜,wo的天！！！！,5月3日 22:27
2725,追妻到火葬场,大国工匠nb,5月3日 22:26
2726,apuv,一辈子就做一件事👍,5月3日 22:26
2727,梁云Karin,致敬工匠精神,5月3日 22:26
2728,NANA那小杰,作为一个外行，我都觉得不可思议,5月3日 22:26
2729,Pandora6699,匠心巨作,5月3日 22:26
2730,阳光早餐派,这也太难了吧,5月3日 22:26
2731,xuan的小cute,太厉害了,5月3日 22:26
2732,玲子的布丁,太赞了，希望能好好的保存下来,5月3日 22:25
2733,十三-Taylor,了不起,5月3日 22:25
2734,蛇精病不作就会死,牛逼啊,5月3日 22:25
2735,lsz拾哲,这棵树,5月3日 22:25
2736,一叶春秋de暖阳,硬核,5月3日 22:25
2737,清笙唤漓人-_,传世之宝,5月3日 22:24
2738,一个好护士,大国工匠,5月3日 22:24
2739,悦诗898910,太震撼了,5月3日 22:24
2740,恰到生疏爱美丽1920,一个字。 牛,5月3日 22:24
2741,人间岂无梦,叹为观止,5月3日 22:23
2742,削蜡笔的坚果,工匠精神,5月3日 22:23
2743,口隹一白勺宝,大国工匠！鬼斧神工！,5月3日 22:23
2744,星光亿点,福建人民最盼祖国早日统一啊,5月3日 22:23
2745,六甲六,国宝,5月3日 22:23
2746,不不不不就,哇第一次看到我莆田在热搜这么上面！！,5月3日 22:22
2747,为战哥入博,致敬匠人之心,5月3日 22:22
2748,鼠书舒,早日统一！！！,5月3日 22:22
2749,东京三哥,以前靠着那点死工资，忙碌的工作很累，烦恼使人狼狈，自从 在👉y b 8093. com玩王者荣耀、英雄联盟、刀塔、其牌、菜缥、电子游戏。你会发现赚钱是哪么轻松，生活也变得有滋有味。🌹🌹🌹[/cp],5月3日 22:22
2750,芒果糯米饭-,太厉害了,5月3日 22:22
2751,Orangerey,武汉加油，中国加油，2020加油,5月3日 22:21
2752,撒哈拉沙漠小草,转发微博,5月3日 22:20
2753,M蠻蠻牛,琉球岛要收复了？贝加尔湖也要收复了？,5月3日 22:20
2754,珠穆朗玛丘,巨匠,5月3日 22:19
2755,-7777今天也要好好读书,点赞,5月3日 22:17
2756,Frosik,牛逼的人,5月3日 22:17
2757,摇滚芭比nana,匠人匠心,5月3日 22:17
2758,不可爱的小刺猬丶,不得了不得了,5月3日 22:16
2759,丽水天好蓝,神人神技,5月3日 22:16
2760,AyePP,太牛了吧！就是希望很多手艺不要失传，想要学下来估计都得吃不少苦。,5月3日 22:16
2761,敖光与吉祥,我滴妈啊！！！我国还有这么厉害的木雕师这技术太震撼了,5月3日 22:16
2762,shine新世界,致敬大国工匠！！！也致敬我中华文化！,5月3日 22:15
2763,不问东西nt,天哪,5月3日 22:15
2764,享受孤独44683,匠心与情怀，执着与热爱，又一传世之作！！,5月3日 22:15
2765,喜玛手作,工匠中的工匠，致敬！,5月3日 22:14
2766,渴望就一块,致敬大国工匠！,5月3日 22:13
2767,娇姐_姐,好人,5月3日 22:13
2768,点我头像_yrp,太了不起了,5月3日 22:13
2769,北芯之徒,厉害了,5月3日 22:13
2770,S_莎啦啦啦啦,佩服,5月3日 22:13
2771,SDG-s,转发微博,5月3日 22:12
2772,先吃八碗饭,太厉害了,5月3日 22:11
2773,青柠奶烊,太厉害了,5月3日 22:11
2774,你的小八啊,卧槽！！！牛逼,5月3日 22:10
2775,阿胖吖a,致敬大国工匠！,5月3日 22:10
2776,几旬轻食Chris,鬼斧神工,5月3日 22:09
2777,小麦wy,太厉害了,5月3日 22:09
2778,朝向远方的蜗牛,太厉害了👍,5月3日 22:09
2779,火星笑场,太牛叉了，00的有吗欣赏的来吗？,5月3日 22:08
2780,木易世家_70797,叹为观止！！,5月3日 22:08
2781,汝罩撕裂者yes,真是个人才,5月3日 22:08
2782,星报君Hot,无价之宝,5月3日 22:08
2783,凱哥天天开心,真闲啊,5月3日 22:06
2784,阿柠der,致敬大国工匠！,5月3日 22:06
2785,蚂蚁1210,厉害👍真匠人,5月3日 22:06
2786,张先森201011,好好保存,5月3日 22:06
2787,跃跃和米米,中国的工匠精神！,5月3日 22:06
2788,是M君的宝贝呀,太厉害了,5月3日 22:06
2789,一悦巍澜一悦忘羡,这也太厉害了吧,5月3日 22:05
2790,甘慕青得,匠人,5月3日 22:05
2791,米true多多,太赞了,5月3日 22:05
2792,风过无痕zing,厉害，致敬,5月3日 22:04
2793,丑女是我5120,厉害啊！,5月3日 22:04
2794,xxxbentacion,祖国之大工匠,5月3日 22:04
2795,帅印_Yan,大国工匠,5月3日 22:04
2796,声声不息1998,太棒了,5月3日 22:03
2797,靥如痕迹,抬起画面如此的美丽，殊不知是谁的墨笔，天啊...,5月3日 22:03
2798,悟空太阳,一个牛字都形容不了,5月3日 22:02
2799,博库小书虫,真工匠！,5月3日 22:00
2800,Mhichichi,牛逼,5月3日 22:00
2801,落尽梅花合一杯,哇 厉害,5月3日 22:00
2802,Hi__Key,想现场参观 太令人惊叹了,5月3日 21:59
2803,abc人微言轻,为什么要统一？,5月3日 21:58
2804,改成什么名字都有人叫,致敬大国工匠,5月3日 21:57
2805,敬乐溪,致敬大国工匠,5月3日 21:57
2806,倾慕谦臣,正真的工匠精神,5月3日 21:57
2807,亓官芏,牛,5月3日 21:57
2808,WithHimiko,神啊！还是立体的！！,5月3日 21:56
2809,努力的X先生,愿传统文化可以好好的传承下去，永远永远！,5月3日 21:56
2810,难得一见的任性,厉害了,5月3日 21:56
2811,liubingxue,厉害👍巧夺天工,5月3日 21:55
2812,晴天向日葵小赵,我滴娘啊  厉害👍🏻,5月3日 21:54
2813,平静安详pa,致敬大国工匠！,5月3日 21:54
2814,等一个末班车,致敬！工匠精神！,5月3日 21:54
2815,葡萄又酸又甜,好厉害,5月3日 21:53
2816,最初的梦想2990575153,真的太厉害了,5月3日 21:53
2817,水手家,真正的匠人！！！,5月3日 21:52
2818,一呀一呀小胖墩儿,希望手艺可以传承下来,5月3日 21:52
2819,外艺师爷,好牛呀，无价之宝啊,5月3日 21:51
2820,可儿_Nicole__,跪了,5月3日 21:51
2821,微笑每一天么,好厉害,5月3日 21:50
2822,洛烟青尘亦如歌,太棒了,5月3日 21:49
2823,夜的第七章Kkk,致敬大国工匠，愿祖国早日统一,5月3日 21:49
2824,肀茈,我的giao，这么厉害,5月3日 21:49
2825,7777程,看的目瞪口呆,5月3日 21:48
2826,午木wumu,我去 ！叹为观止！！,5月3日 21:48
2827,我是我用了好多年,敬佩,5月3日 21:48
2828,张天贺Chirs7,看看看看，太厉害了,5月3日 21:48
2829,左耳v右耳,我一直疑问那个树叶怎么雕出来的,5月3日 21:48
2830,喝了假酒的暴发户,好厉害,5月3日 21:47
2831,肚皮好胀,厉害！,5月3日 21:47
2832,guizi宝贝,好,5月3日 21:46
2833,飞仙化蝶09055,精湛的工艺技术，镌刻精妙的艺术🎨,5月3日 21:46
2834,遇与热,工匠精神，匠心之作，真乃匠人也！,5月3日 21:46
2835,朱一龙是初心是余生,致敬大国工匠,5月3日 21:45
2836,阿黎不在李子里,太厉害了,5月3日 21:45
2837,曾剑达,教练我要学木雕,5月3日 21:43
2838,33·限定水星,手工艺人点赞,5月3日 21:42
2839,黄桂雄骨科医生,清明和上图跟祖国的统一有什么联系的吗？我表示很好奇。,5月3日 21:41
2840,2020暴富锦鲤中大奖,好厉害呀,5月3日 21:41
2841,jw静之音,致敬！了不起🙏🙏🙏,5月3日 21:40
2842,Arrmin,厉害了我的莆田工匠,5月3日 21:38
2843,万年小胖平,我大莆田不错！,5月3日 21:37
2844,最美的身姿,以前就见过了，技艺高超,5月3日 21:36
2845,博啵啵君一肖肖肖,还是3d的,5月3日 21:35
2846,狐眼921,经典传承！,5月3日 21:35
2847,夜半散人,致敬,5月3日 21:34
2848,熙安不记年,厉害了！,5月3日 21:32
2849,花墙居士,厉害，佩服佩服,5月3日 21:32
2850,InSoul5,传统手艺人,5月3日 21:30
2851,轶I凡,匠心精神 传承文化,5月3日 21:30
2852,神奇女侠呼啦啦,鬼斧神工,5月3日 21:30
2853,温柔的1216,光是这份坚持就让人敬佩,5月3日 21:29
2854,幕色里的剪影,高手,5月3日 21:27
2855,郑春花儿,我勒个去啊 这得多少钱,5月3日 21:27
2856,我去找空气,大国工匠，太厉害了,5月3日 21:26
2857,星迹stone,手艺人👍,5月3日 21:25
2858,gqb052,太厉害了,5月3日 21:25
2859,K米妈妈,致敬传统手艺，希望能得到传承,5月3日 21:25
2860,随时封我号,转发微博,5月3日 21:25
2861,DDingong,他应该上热搜 社会需要这样的人来沉淀浮躁的心,5月3日 21:24
2862,一止念,致敬大国工匠 太赞了！,5月3日 21:23
2863,我4爱吃香菜的兔子,太厉害了👍,5月3日 21:23
2864,triangel-三太子,大国工匠,5月3日 21:22
2865,redlajiao,厉害，真是高手在民间,5月3日 21:21
2866,狮子座的萧萧_6688,神仙吧,5月3日 21:20
2867,再见那条鱼,太牛,5月3日 21:19
2868,鹿狍子的小迷,高人，传世之作,5月3日 21:18
2869,小花花上一片叶,致敬大国工匠！,5月3日 21:17
2870,诗酒趁年华8049,这手也太巧了吧！,5月3日 21:16
2871,一个全世界,莆田的师傅棒棒的,5月3日 21:16
2872,红少萍,厉害啊,5月3日 21:16
2873,弋哥在追小鸽鸽,🐮,5月3日 21:15
2874,娟娟zh1207,厉害厉害太厉害了！,5月3日 21:15
2875,栗子又大又老实,想起《核舟记》,5月3日 21:13
2876,biing825,希望这种工艺能传承，发扬光大！,5月3日 21:13
2877,晏扬,大国工匠,5月3日 21:13
2878,大胖和小莉,厉害啊,5月3日 21:12
2879,会冒烟儿的小朋友,厉害厉害这功夫和心思也不是一般人能比的,5月3日 21:11
2880,摄影白菜,太厉害了,5月3日 21:11
2881,我的围脖不关你事,匠心精神,5月3日 21:11
2882,织码匠,很壮观,5月3日 21:11
2883,猪哩叶本猪,暗示什么？,5月3日 21:10
2884,棠念啊,高人,5月3日 21:09
2885,旺泡泡,震撼！看得我目瞪狗呆,5月3日 21:09
2886,HTG奎,太厉害了吧！,5月3日 21:08
2887,妖妖与Nora,匠人匠心,5月3日 21:06
2888,又见81023,同根同源，两岸一统！,5月3日 21:06
2889,航海王的奇幻漂流,不仅仅是宣传工匠精神，明示了基本，加油，尽快收回宝岛台湾,5月3日 21:04
2890,机智的小白哥哥,天哪，大师！！膜拜,5月3日 21:02
2891,meifei530,有情怀，方成艺术家。,5月3日 21:02
2892,喳喳鸟想吃石榴,给跪了 这就是工匠精神啊,5月3日 21:02
2893,舒落0728,太厉害了,5月3日 20:59
2894,墨染堂堂吃糖糖,厉害,5月3日 20:59
2895,_iMa_,哦哟，牛逼了,5月3日 20:59
2896,稀缺资圆,厉害了！,5月3日 20:58
2897,于壑默待赫,我们的国家最缺这样的人,5月3日 20:57
2898,汉唐长安中医驿站,致敬各行各业的英雄们！,5月3日 20:56
2899,brumE温暖,本是同根生,5月3日 20:56
2900,烂漫如烟,太厉害了,5月3日 20:55
2901,远方Aabb,大国工匠,5月3日 20:55
2902,霜天南歌,我也相信，这是最美好的一件事情,5月3日 20:55
2903,彩虹cicy,太厉害了，很美的作品,5月3日 20:54
2904,虎饮,还是不要和平统一了吧，大号的香港吃得消伐啦？,5月3日 20:54
2905,不迷路的陆麋鹿,太厉害了,5月3日 20:54
2906,人本后山,博物馆好好收藏展览吧,5月3日 20:54
2907,拂晓之畔_,太厉害了,5月3日 20:54
2908,罗玉的香菜和甘草糖,大国工匠，匠心独韵，太厉害了，为他们点赞,5月3日 20:54
2909,5爱5家F娃D爱1爱1,巧手打造,5月3日 20:53
2910,妖怪小小小,致敬大国工匠,5月3日 20:51
2911,望遂愿,致敬大国工匠!,5月3日 20:51
2912,cheer太后,太厉害了，致敬！,5月3日 20:51
2913,哈哈呵呵嘻嘻嘻,致敬大国工匠,5月3日 20:51
2914,蜘蛛香菜甘草糖,厉害👍,5月3日 20:50
2915,睿谋商学院天哥,不确定就是没在彼此的心上，情感根本无需试探，怀揣那些心知肚明的感情就够了。,5月3日 20:49
2916,带我去上次赏花那里散步好么,精神非常人能及！,5月3日 20:49
2917,熙瑾霖_207,太厉害了！！！,5月3日 20:49
2918,只是这个样,一个木雕也不忘告诉我们两岸共同传承，大可不必,5月3日 20:49
2919,发光的小太阳咧,厉害,5月3日 20:49
2920,糖糖甜熙熙,厉害👍🏻👍🏻👍🏻👍🏻,5月3日 20:48
2921,喜1宝2欢3庆4福5旺6缘7爱8萌9儿,厉害,5月3日 20:48
2922,O欧来欧O,厉害了,5月3日 20:47
2923,张指慧,太伟大了,5月3日 20:47
2924,永安-酒酒卿,大国工匠！,5月3日 20:47
2925,天涯亦歌2014,一面一版图，牛啊！,5月3日 20:46
2926,忽然想起wj,高手,5月3日 20:46
2927,骂我内涵我的福气全归我,手艺人艺术家,5月3日 20:45
2928,阿陆之昂,太厉害了！是真正的艺术致敬大国工匠！,5月3日 20:45
2929,六眼飞鱼_Zz,这个真就可以传世了,5月3日 20:45
2930,夜------未央,厉害了手艺人,5月3日 20:44
2931,稳稳的程果儿,大国工匠，祖国定不辜负我们的心愿！台湾马上就回来啦！,5月3日 20:43
2932,hermit0829,我词穷了,5月3日 20:41
2933,崇崇家驹,传世之作致敬大国工匠！,5月3日 20:40
2934,是布灵不是不灵,太棒啦！,5月3日 20:40
2935,弋只炸了毛的土拨鼠,妙啊,5月3日 20:38
2936,刘小鸭131,太牛逼了,5月3日 20:37
2937,嘟嘟哓哓,厉害👍,5月3日 20:37
2938,wallace小呆呆,只能说，牛,5月3日 20:36
2939,没有昵称丶朵,我目瞪口呆,5月3日 20:36
2940,墨淡如空,！！！,5月3日 20:35
2941,菓宝菓妈,厉害！,5月3日 20:35
2942,朝花夕拾Qian,鬼斧神工,5月3日 20:35
2943,清愉今安,牛,5月3日 20:34
2944,Ye归-尘,这这这，太让人膜拜了！！,5月3日 20:34
2945,骑驴溜乌龟,🐮,5月3日 20:34
2946,小古温,高啊！,5月3日 20:33
2947,不期而遇的温暖bingo,太厉害了,5月3日 20:33
2948,期弦,向大国工匠致敬,5月3日 20:33
2949,是馒头啊hh,好厉害啊,5月3日 20:32
2950,清風拂y,致敬大国工匠,5月3日 20:31
2951,ying63,清明上河图！太厉害了👍,5月3日 20:31
2952,真正的月亮海,整整4年的心血啊,5月3日 20:30
2953,你要不要认我做大哥,大师,5月3日 20:30
2954,刘至立,太漂亮了！,5月3日 20:30
2955,清新柠檬薄荷糖-,太厉害了！看的惊呆了……,5月3日 20:30
2956,邓同学Hearing,早日统一！,5月3日 20:30
2957,#NAME?,哇哦～真厉害,5月3日 20:29
2958,飞天7382152559,工夫不负有心人,5月3日 20:29
2959,慝---,牛逼！！！！,5月3日 20:29
2960,gigigigigigigilllllll,感觉南方那边对中国传统的一些文化传承的还是比较好的。,5月3日 20:27
2961,落花逐秋,厉害,5月3日 20:26
2962,朱古力lee,实在是很厉害啊,5月3日 20:26
2963,Somerandomthoughts,目瞪口呆,5月3日 20:25
2964,-尝几分甜兴-,大师！真的厉害！致敬大国工匠！太优秀了,5月3日 20:25
2965,冉羽兮熙,真漂亮啊,5月3日 20:25
2966,月夜齿城育,真的太厉害了,5月3日 20:24
2967,文化有了流氓没当成,佩服,5月3日 20:24
2968,伸懒腰的豆芽儿,是真正的匠人,5月3日 20:24
2969,半抔桃花酒,好厉害,5月3日 20:24
2970,奋_斗_士,NB,5月3日 20:23
2971,雪堆里的昭昭,我的妈呀…这是神手吧！,5月3日 20:22
2972,想不到昵称你们呢,好棒啊,5月3日 20:21
2973,小熊妮某,太厉害了,5月3日 20:20
2974,蚂蚁农场青汁-笨笨猪,我大莆田啊，厉害了,5月3日 20:20
2975,喆白白,真的好厉害啊,5月3日 20:19
2976,被蒙上了纱的心,曾经的清明上河图是一个神奇，今日的木刻清明上河图又是一个奇迹。,5月3日 20:19
2977,闻香识咖啡123,了不起,5月3日 20:19
2978,安子河,福建木雕漆器真是厉害,5月3日 20:18
2979,粉粉的小薄荷,大师,5月3日 20:18
2980,嘉兴小君君,得好几百万,5月3日 20:18
2981,忘忧_人生若只如初见,这个厉害，将《清明上河图》雕刻在树上。,5月3日 20:18
2982,新年新名字ya,希望给它盖上一个玻璃罩，防氧化和防潮,5月3日 20:18
2983,zj墨丘利,为泰国人民祈福，希望泰国人民平安。,5月3日 20:17
2984,那年夏天遇见你-LYX,转发微博,5月3日 20:17
2985,追剧小蚊子,大国工匠的毅力,5月3日 20:17
2986,upup13521,真正的艺术，比某音上那些哗众取宠的人强多了,5月3日 20:17
2987,云边有座城,厉害啊！这就是匠心,5月3日 20:16
2988,九妖十八怪2018,只有膜拜的份了,5月3日 20:16
2989,盛夏光年710,无价之宝。优秀太优秀了！！！,5月3日 20:16
2990,蝶祈200310,致敬大国工匠,5月3日 20:15
2991,刘昴星的小弟,东京梦华,5月3日 20:14
2992,差一点就成了仙,致敬大师：郑春辉,5月3日 20:14
2993,月亮是奶油做的_,除了好厉害我想不到别的词了！！好厉害好厉害,5月3日 20:14
2994,大童小星,服,5月3日 20:13
2995,芦苼zq,手艺高超,5月3日 20:12
2996,·五更琉璃,致敬,5月3日 20:12
2997,江左梅姐,太牛！,5月3日 20:12
2998,林一家的可爱豆,赞!太厉害了,5月3日 20:11
2999,蒂尔克斯,致敬,5月3日 20:11
3000,过青溪,太厉害了,5月3日 20:11
3001,樓蘭情,厉害！！,5月3日 20:10
3002,菩提树9703,赞👍,5月3日 20:10
3003,猫小柒只爱Timmy,高手在人间,5月3日 20:10
3004,奔奔bh,这么大的树砍了就为了这个雕塑值吗？长在那里不是蛮好的嘛,5月3日 20:09
3005,绿瑶1,太牛了，非常敬佩他们这样的人,5月3日 20:09
3006,liboshirley,佩服,5月3日 20:09
3007,周星星Sabina2020,致敬伟大的工匠！我自己觉得，更可以称之为「艺术家」啊！,5月3日 20:08
3008,王小仙0758,两岸早日统一,5月3日 20:08
3009,-陳橙子-,致敬大国工匠,5月3日 20:08
3010,贾雨薇zp,热乎的 沙溢叔叔,5月3日 20:08
3011,Cc酸橙子,叹为观止,5月3日 20:08
3012,宁拔笋呐,！,5月3日 20:07
3013,柏徵丞,一刀一刻，一斧一凿，工匠精神永存。,5月3日 20:07
3014,Kaytoria,大国工匠,5月3日 20:07
3015,小小星辰叻,致敬大国工匠！希望早日统一！,5月3日 20:07
3016,小郝不吃肉i,致敬大国工匠,5月3日 20:06
3017,C幽香艾草C,棒！,5月3日 20:06
3018,懒懒狐狸mm,太厉害了,5月3日 20:06
3019,安徽-樱子,纤毫毕现，栩栩如生。这手艺，太棒了,5月3日 20:06
3020,·Silvery,厉害,5月3日 20:06
3021,绿瑶1,匠人精神,5月3日 20:05
3022,LeonHopkins,留岛不留人,5月3日 20:05
3023,柏徵丞,太厉害了，北京故宫与台北故宫的清明上河图合在一起，希望祖国早日统一,5月3日 20:05
3024,背带兔叽,厉害了致敬,5月3日 20:04
3025,呆了那么久,能保存多久？,5月3日 20:04
3026,易帅namename,👍👍佩服得五体投地,5月3日 20:04
