序号,用户,评论,时间
3027,打架伤身,梁岗性侵案！！！二十余名受害者至今活在恶魔阴影之下，若不揭示真相，那正义必胜是什么悖论，或许只有胜利了的才是正义，舆论控制绝不可掩盖真相！！公道何在？！,5月3日 20:04
3028,疯悟人生,那些挥毫泼墨张牙舞爪的“大师”们应该来看看,5月3日 20:04
3029,peckerwoodLV,还是闲,5月3日 20:04
3030,诗一样的女孩,，看得我目瞪口呆，没有词来形容！,5月3日 20:04
3031,上知shangzhi,震撼,5月3日 20:03
3032,春盏未央,真的好厉害啊,5月3日 20:03
3033,YGRG-,俗一点，谁能告诉我可以卖多少钱,5月3日 20:03
3034,喋喋Yibo的花星粉,我天，太厉害了,5月3日 20:03
3035,其实我是蛇夫座,建议以历史的名义收购,5月3日 20:02
3036,山河无恙-人间皆安,点赞大国工匠！,5月3日 20:02
3037,庆庆504,太厉害了,5月3日 20:01
3038,西瓜树下你和我,卧槽,5月3日 20:01
3039,芒果顾以森,暗示,5月3日 20:01
3040,我背了个锅,可称“传世佳作”,5月3日 20:01
3041,玉堂金马24765,厉害,5月3日 20:00
3042,闫竟争,厉害了,5月3日 20:00
3043,刘壹壹Liu,好神奇,5月3日 20:00
3044,灵莲LL,匠心独具,5月3日 20:00
3045,心中那一抹颜色,大国工匠,5月3日 20:00
3046,灵莲LL,厉害👍,5月3日 19:59
3047,唯Love晨熙,致敬大国工匠,5月3日 19:59
3048,Excel大学李则见,转发微博,5月3日 19:59
3049,·兔11,厉害👍！,5月3日 19:59
3050,迪迪迪迪迪梦,大国的工匠精神,5月3日 19:59
3051,糖糖顏盐,咦 他的口音居然没有莆田腔还带点北方的卷舌,5月3日 19:59
3052,小兵爱科技,只要我还有一点力量，我就不会放弃手中的笔和刀，我会一直坚持下去,5月3日 19:59
3053,余忆童稚时能张口就来,千年传承大国工匠鬼斧神工,5月3日 19:58
3054,小西不糊涂,真的👍🏻 ，,5月3日 19:58
3055,心连心_12882,厉害了，我一瞬间想到了赝品《韩熙载夜宴图》的板子,5月3日 19:58
3056,战战温婉居家不卑不亢的媳妇,超级棒啊👏👏👏,5月3日 19:57
3057,侯shao興,牛，做到了极致！,5月3日 19:57
3058,凌乱线条,这个真厉害，就佩服这样的人,5月3日 19:57
3059,咖啡星人Nami酱,厉害,5月3日 19:56
3060,baby荷芯儿,叹为观止大国巨匠,5月3日 19:56
3061,tututu02,致敬,5月3日 19:55
3062,学历史的帕累托,点赞点赞，祖国早日统一,5月3日 19:55
3063,平常心_49490,招学徒？,5月3日 19:55
3064,JanTrun,我记得福建博物院有一件作品，也是清明上河图，不过是铁雕浮雕，也挺精美。,5月3日 19:54
3065,姜花微凉31962,厉害了，大国工匠,5月3日 19:54
3066,劍吻戰牛-明,大師人物，国在心中！,5月3日 19:54
3067,世纪野人,大国工匠精神！,5月3日 19:54
3068,枫神596,666,5月3日 19:54
3069,Jill_SHA,大国巨匠，神来之笔啊,5月3日 19:54
3070,莲出于净,希望有机会能亲眼目睹这幅世间巨作,5月3日 19:54
3071,太阳光金黄,共同传承文化 才有好的发展 致敬!  : ),5月3日 19:53
3072,小明吗爱喝娃哈哈,大国工匠,5月3日 19:54
3073,不悲不喜不凌人c,好厉害,5月3日 19:53
3074,城北徐公诶,真的很厉害！身为莆田人好骄傲,5月3日 19:53
3075,浅听闻细雨,跪了,5月3日 19:53
3076,hyacinthus88579,致敬大国工匠,5月3日 19:53
3077,思想杂谈,转发微博,5月3日 19:52
3078,墨灬浪,雕刻的真好  但你和两岸统一怎么扯上关系的？,5月3日 19:52
3079,嬋羽-Ting,希望祖国早日统一，一起见证历史,5月3日 19:51
3080,牧洱,这个好棒,5月3日 19:50
3081,MoJingGe-_-,鬼斧神工,5月3日 19:50
3082,候兮啾啾,好棒～,5月3日 19:50
3083,起个名字太费,哇塞,5月3日 19:50
3084,那疙瘩_10800,转发微博,5月3日 19:50
3085,知云漠,文化古韵，匠心艺术！,5月3日 19:50
3086,钟德宇-96814,我也希望早日统一，打,5月3日 19:50
3087,Ailce-Lie,致敬大国工匠,5月3日 19:49
3088,名字就是名字哇,哇！,5月3日 19:49
3089,莫里巴Moriba,神仙,5月3日 19:49
3090,二十年前的冬阳,真是太厉害了～～,5月3日 19:49
3091,与满星,好牛啊,5月3日 19:49
3092,韩兆坤同学,神了,5月3日 19:49
3093,跟我念7777,厉害,5月3日 19:49
3094,柠檬最怕酸,太厉害了啊,5月3日 19:49
3095,沙口王硕,匠心,5月3日 19:49
3096,霜天晓角67305,大国工匠,5月3日 19:49
3097,梦想拉双眼皮的小哥哥,太牛逼了,5月3日 19:49
3098,那位云纹抹额的公子请等等,好强,5月3日 19:48
3099,Iwieega,我的天，人真的太伟大了,5月3日 19:48
3100,黎明的鸟儿,了不起啊,5月3日 19:48
3101,浅浅Shawn,传世之作！,5月3日 19:48
3102,旺旺小小酥fff,人民日报APP闪退怎么办,5月3日 19:47
3103,漫不经心的往事_一遍一遍,大国工匠,5月3日 19:47
3104,vi琢成,真牛皮,5月3日 19:46
3105,今天我又看腹肌了吗,【】耗时4年，2275个人物，福建省莆田市腾晖工艺厂木雕师郑春辉，将《清明上河图》合在一棵树上创作，寄予着祖国的早日统一、两岸对传统文化的共同传承。致敬大国工匠！,5月3日 19:46
3106,oo77_,太厉害了！,5月3日 19:46
3107,半只柚子吖,厉害工匠精神,5月3日 19:46
3108,米粉真好吃丶,致敬,5月3日 19:45
3109,木-木氵,厉害了,5月3日 19:45
3110,宇宙第一可爱小毕,致敬大国工匠,5月3日 19:45
3111,kathyzsz,牛逼，活灵活现,5月3日 19:45
3112,Clare的oreo,太厉害了！,5月3日 19:44
3113,很喜欢很喜欢啊,开工吃三代,5月3日 19:44
3114,落白红叶亭,！,5月3日 19:44
3115,再见未名海_665,大福建厉害了莆田更赞愿早日统一台湾,5月3日 19:44
3116,Baby_蜜糖,工匠精神,5月3日 19:44
3117,梦·春慵,我觉得有成为国宝的潜质,5月3日 19:44
3118,御剑而游,大国工匠！传世之作！有此作品此生无憾！,5月3日 19:44
3119,78cailan,厉害👍,5月3日 19:44
3120,夏日里的霜花,太厉害了,5月3日 19:44
3121,L22柚子羽易,致敬工匠精神！,5月3日 19:44
3122,Larry-lovelyeyelashes,👏👏👏👏👏,5月3日 19:44
3123,说数码,太厉害了，传世之作,5月3日 19:44
3124,战战别举铁,惊的我无话可说,5月3日 19:44
3125,岩峰2010,真厉害，这耐心,5月3日 19:44
3126,佩娣小姐,向您致敬，真的太赞了,5月3日 19:43
3127,歼5001,高手都在民间,5月3日 19:43
3128,陈府公子Childe,太厉害了！！！,5月3日 19:43
3129,弦断声声,第一反应是这该多有钱，四年脱产做创作艺术家真是太值得尊重了,5月3日 19:43
3130,Miraitowa仐,刚刚看新闻了，我们一家人都觉得很棒很厉害,5月3日 19:43
3131,叫我挂柯南,好厉害！,5月3日 19:43
3132,死都不放假,米开朗基罗的《大卫》和《创世纪》也是耗时四年，匠人之心。,5月3日 19:42
3133,坚果儿吖·DAYTOY·,致敬大国工匠,5月3日 19:42
3134,安然遇见宇,厉害,5月3日 19:42
3135,嘤嘤嘤一鸣惊人鸭,太厉害了，致敬,5月3日 19:42
3136,社会我蟹莉姐,好厉害,5月3日 19:42
3137,锦尚与蕴,太厉害了，高人！,5月3日 19:42
3138,暮雨飞絮,太厉害了！,5月3日 19:42
3139,木大乐宝宝,这就是大国工匠吧👍,5月3日 19:42
3140,萧萧Coke,手艺人一定要好好传承,5月3日 19:41
3141,潇湘妃子回来啦,想看成品清明上河图树版,5月3日 19:41
3142,海子依旧孩子呀,这个不是钱可以买来的,5月3日 19:41
3143,一夏客,很厉害的一位雕刻师，谢谢他为国家留下这么珍贵的木雕，祝他心愿皆有所现，祖国团结，繁华昌盛,5月3日 19:41
3144,啦啦啦就到家,这也太厉害了,5月3日 19:41
3145,yintonghappy,栩栩如生，技艺超群，叹为观止，大匠,5月3日 19:41
3146,潇湘居士2051,台湾的独立脚步越来越大，真切希望中央启动统一，严惩台独。,5月3日 19:41
3147,海莎亚,哇塞，厉害了这个，这个真的厉害了，流传千古啊！,5月3日 19:40
3148,坏坏鱼号停了,心服口服佩服,5月3日 19:40
3149,卡宜XX,划重点，祖国统一,5月3日 19:40
3150,一树梨花半白头,牛逼大发了,5月3日 19:40
3151,山西青年了没,天工开物，匠心独运。,5月3日 19:39
3152,咕叽咕噜咕咕,这个牛逼，这个太牛逼了，膜拜,5月3日 19:39
3153,请叫我腹肌萌吧,工匠精神的传承,5月3日 19:39
3154,我们都是布谷鸟,大国工匠，必出精品！为祖国强盛，为祖国统一，我们一起努力吧,5月3日 19:39
3155,精力充沛的梦影_747,太厉害了,5月3日 19:38
3156,阿阿阿阿阿阿阿阿阿阿阿阿阿阿龙,梧桐树下雕两面，早日统一方便面。,5月3日 19:38
3157,我起的头好了吧,致敬大国工匠，致敬经典,5月3日 19:38
3158,囧尼Johnny80後,老老实实给他点赞,5月3日 19:38
3159,喵咪家的小虹帽,哇哦哇哇哇…厉害了这手艺，佩服这样的技艺要传承下去啊,5月3日 19:38
3160,呉思瑜,莆田木雕,5月3日 19:38
3161,风晓期912,太震撼了！,5月3日 19:38
3162,yushujian1993,真正的艺术家，大师！,5月3日 19:38
3163,廣東吴彦祖a,技术难度太高了吧,5月3日 19:38
3164,____ZingZing,致敬！,5月3日 19:38
3165,小高高456,传世之作,5月3日 19:38
3166,乖乖晓蜜罐,惊叹！巨作！,5月3日 19:38
3167,瘦掉二十斤才能改名,太厉害了,5月3日 19:38
3168,那伤美美的谁懂,厉害👏👏👏,5月3日 19:38
3169,丶情深不寿ic,天呐 偶买噶！,5月3日 19:37
3170,红山后人,鬼斧神工！,5月3日 19:37
3171,宇宙无敌的开心果,优秀,5月3日 19:37
3172,发一个发个火花,真牛人,5月3日 19:37
3173,樱花树下的party,致敬大国工匠！,5月3日 19:37
3174,RamboFong03724,这下身价飙升，作品价格得涨了,5月3日 19:37
3175,Ginger_肖肖,巧夺天工之作，好寓意好手艺,5月3日 19:37
3176,赵天宇圈外老婆杠杠,原谅我，第一反应是，写作素材，第二反应，好厉害👍🏻,5月3日 19:37
3177,灵九鸭,手艺人！真的厉害,5月3日 19:37
3178,十顷,立体版，真的太精细了！好好保护啊！,5月3日 19:37
3179,肆拾壹呀不可用呀怎么办呀,大国工匠,5月3日 19:37
3180,alan990101,堪称传世精品,5月3日 19:36
3181,·春·野·櫻·里·,太厉害了,5月3日 19:36
3182,云风之拂,通过作品看到了他的匠心致敬,5月3日 19:36
3183,扎根淮安,只有卧槽卧槽卧槽才能表达我的心理,5月3日 19:36
3184,海人勇士,好厉害,5月3日 19:36
3185,院子o,大国工匠,5月3日 19:36
3186,火蝴蝶的小我,厉害,5月3日 19:36
3187,狗啃式追星,牛批,5月3日 19:36
3188,果FeiBivV,哇好厉害,5月3日 19:36
3189,心动可可n,好厉害,5月3日 19:36
3190,自由女神的屠刀,不如导弹实在,5月3日 19:36
3191,叶晓摩3,哇好厉害,5月3日 19:36
3192,肖战满分甜,我震惊了！,5月3日 19:36
3193,不是宋代的黄庭坚Gene,牛逼。。。,5月3日 19:36
3194,清风明月几时有010,这技术，牛上牛,5月3日 19:35
3195,邓just,流弊,5月3日 19:35
3196,琨胥,工匠精神！！！！,5月3日 19:35
3197,下竖,太厉害了吧,5月3日 19:35
3198,无言的我201504,传世之作致敬大国工匠！,5月3日 19:35
3199,凶残的小柿子,这真是吓死人了太厉害了！,5月3日 19:35
3200,丹宝Maria,致敬,5月3日 19:35
3201,金中er,匠人匠心👍我们中国传统工艺真的绝,5月3日 19:35
3202,77FF彧彧,真正的艺术家！,5月3日 19:35
3203,Peachmochi_MIN,好厉害!,5月3日 19:35
3204,又是馨馨吖,太棒了吧,5月3日 19:35
3205,Johnnykuku,大国工匠,5月3日 19:34
3206,Katherine唯曦,划重点:两岸统一,5月3日 19:34
3207,hhhsjsk,厉害,5月3日 19:34
3208,蜜糖米2389,工匠精神,5月3日 19:34
3209,Boraboraegg,木头自然死亡的么？,5月3日 19:34
3210,阿晛今天也要笑得开心,致敬！好棒,5月3日 19:34
3211,你再看我就把你喝掉_,我大莆田~,5月3日 19:34
3212,你家的哒莹啦,工匠精神！！,5月3日 19:34
3213,俊梦缘音,好厉害,5月3日 19:34
3214,爱吃兔子的胡萝卜000,震撼了，惊呆了,5月3日 19:34
3215,叶晓摩2,棒棒棒棒！！,5月3日 19:34
3216,轰筝-,好厉害！！写作文又有好素材了！,5月3日 19:34
3217,喵喵晶儿,，,5月3日 19:34
3218,ccooc罗,大国工匠,5月3日 19:34
3219,-兰博儿-,国家宝藏！,5月3日 19:33
3220,突突突图突,这也太厉害了👍，找不到赞美的词语，牛逼牛逼,5月3日 19:33
3221,卅玖卿,我的妈呀！,5月3日 19:33
3222,请叫我哇咔咔咔,厉害,5月3日 19:33
3223,Erica瑞嘉,厉害了我的国🇨🇳，好厉害啊，致敬！！！,5月3日 19:33
3224,潘海钢,大师,5月3日 19:33
3225,你看见山的崩塌_,太强了,5月3日 19:33
3226,分享家小屋,工匠精神,5月3日 19:33
3227,无盐少油花生酱,这种真的是值得敬佩的工匠精神,5月3日 19:33
3228,T_W_W__________,太牛了吧,5月3日 19:32
3229,我们都是布谷鸟,致敬工匠精神,5月3日 19:32
3230,韩子高end,什么神仙！！！！太棒了！！！服了!匠人之心❤,5月3日 19:32
3231,风中的无脚鸟a,太牛逼了！,5月3日 19:32
3232,龙悦简图,这太牛气了！,5月3日 19:32
3233,主持人胡芳芳,【】耗时4年，2275个人物，福建省莆田市腾晖工艺厂木雕师郑春辉，将《清明上河图》合在一棵树上创作，寄予着祖国的早日统一、两岸对传统文化的共同传承。致敬大国工匠！,5月3日 19:32
3234,备注诗人,厉害了,5月3日 19:32
3235,刘氏小岛,了不起！,5月3日 19:32
3236,即将成为国际超模的GC,巧夺天工！,5月3日 19:32
3237,huazaia2019,500年后又是一个古董,5月3日 19:32
3238,Judy215_珏,大师啊，这个牛,5月3日 19:32
3239,鹦鹉螺529,纤毫毕现，栩栩如生,5月3日 19:32
3240,往事780,👏,5月3日 19:31
3241,小蝎子CR7,太厉害了,5月3日 19:31
3242,林同学叫栗沉,太厉害了,5月3日 19:31
3243,CimyYomy,福建的根雕木雕真的太牛了，南平的职业高中有美术专业雕刻手艺特好的好多特长生考进清华，很难想象，职高可以出清华生。,5月3日 19:31
3244,童华里,天阿，怎么那么厉害，这是国宝阿,5月3日 19:31
3245,了不得撒,没点开视频还以为是平面，心里想的有点牛批哦，点开视频，卧槽！？？卧槽！？？,5月3日 19:31
3246,砰砰砰嘭嘭嘭怦怦怦,人与人的差距强啊,5月3日 19:31
3247,爱车小疯子,大国工匠，当之无愧的国之瑰宝,5月3日 19:31
3248,生态梦人,耗时4年，2275个人物，福建省莆田市腾晖工艺厂木雕师郑春辉，将《清明上河图》合在一棵树上创作，寄予着祖国的早日统一、两岸对传统文化的共同传承。致敬大国工匠！,5月3日 19:31
3249,顾玖染超爱七穗,厉害,5月3日 19:31
3250,落日之后的余晖,牛🐮,5月3日 19:31
3251,今天吃到七分饱就收手了dy,好厉害！！,5月3日 19:31
3252,黃健菁,敬佩您…,5月3日 19:31
3253,em_fxxxxx,大国工匠！！！,5月3日 19:31
3254,今天也是爱战战的一天吶,震憾！,5月3日 19:31
3255,綪幪-焱尥,高手在民间,5月3日 19:31
3256,大宙王,有心人,5月3日 19:31
3257,蜂糖蜜李,致敬大国工匠,5月3日 19:30
3258,木辛Cynthia,工匠精神,5月3日 19:30
3259,情迷紫气,传承文化，致敬大国工匠,5月3日 19:30
3260,姑娘十分凶,这才是真正的大国工匠！,5月3日 19:30
3261,闻香识品,这才是匠人精神吧,5月3日 19:30
3262,ASH-Katerina,哇,5月3日 19:30
3263,我樂意-,我一个俗人只会发自内心的说：牛逼啦,5月3日 19:30
3264,壹刻橙子,所以说不要小看手艺人 我都看傻了,5月3日 19:30
3265,贰叁肆酒,好棒的手艺！,5月3日 19:30
3266,义城往事,这太厉害了！,5月3日 19:30
3267,一无所的天使,工匠精神厉害👍,5月3日 19:30
3268,Dqwn-,向大国工匠致敬！,5月3日 19:30
3269,佩奇是姐姐吗,太厉害了,5月3日 19:30
3270,战忽局看门虎,太厉害了！,5月3日 19:30
3271,纣王yy,说那些都没用，能卖多少钱,5月3日 19:30
3272,征择_Merz,莆田终于有个正面报道了,5月3日 19:30
3273,CICI奇子,牛,5月3日 19:30
3274,小懒小禾,真是太难太难的了,5月3日 19:30
3275,7911丶Zzz嘤嘤嘤zzZ,默默耕耘四年，一朝天下知，佩服。,5月3日 19:30
3276,圆石瓷物所,可不可以不要再刻清明上河图了，就是花四年刻一万个当下穿着的小人儿也是非常厉害啊~,5月3日 19:30
3277,喝咖啡喝到手抖,陈列在哪个博物馆？定要去参观下,5月3日 19:29
3278,大林的大李子,太厉害了,5月3日 19:29
3279,唯爱三字少年KARRY,致敬，太厉害了吧,5月3日 19:29
3280,醉卧芸台,新国宝啊,5月3日 19:29
3281,my605606,太厉害了,5月3日 19:29
3282,__不认,美术生惊了,5月3日 19:29
3283,未女羊君子木,工匠精神,5月3日 19:29
3284,STUPID_JATTY,这棵香樟木原木就值不少钱吧,5月3日 19:29
3285,收收-演过了,致敬,5月3日 19:29
3286,无妄vainly,致敬大国工匠！,5月3日 19:29
3287,平方蓝,👍,5月3日 19:29
3288,青葱不潦草,太棒了,5月3日 19:29
3289,满天-星-满天,这个技术耐心,5月3日 19:29
3290,谷小松-摄影,巨匠精神,5月3日 19:29
3291,吸血鬼大魔王-,太厉害了,5月3日 19:29
3292,守守望麦田,太牛🐮了,5月3日 19:29
3293,朦有爱意,厉害,5月3日 19:29
3294,衣轻舞心飞扬LJL,手艺人，技艺高超,5月3日 19:29
3295,站在前面回头看,转发微博,5月3日 19:29
3296,浮华已褪尽,厉害,5月3日 19:29
3297,平凡女子201421,牛,5月3日 19:29
