序号,用户,评论,时间
13445,Asher清儿,感动！！,3月23日 14:41
2558,Tattoo夏天,感动,4月1日 23:30
3671,z郑小刀x,感动,3月29日 22:29
7720,沉鱼小疯子,感动,3月25日 11:42
10268,白艺·,感动,3月23日 23:09
26431,lzbethelight,感动,3月22日 13:11
27461,极地小白鼠,感动,3月22日 09:09
29678,一枝独秀袅,感动,3月21日 22:06
2607,舞潋滟,赶在下雨天施肥，还得赶在雨下下来之前抱着狗子狂奔回家,4月1日 23:09
15557,生生vi,赶上了,3月23日 10:10
28802,爱是hyc与hzx,赶紧转,3月21日 23:36
24499,DD是大猫座,赶紧发螺蛳粉，好吗,3月22日 20:37
14354,Peterpeng96,该有都有了。一切田园古典意象，一切我们向往却不可得的牧歌式生活的幽微，中国人意念深处最深处的所有乡土情怀，加之视频内外观者可窥探在几近完美背后的艰辛全由干练的李子柒承担。乡土故园不是衰退的颓圮荒原，让人渴望回到最初开始的地方，那是土地灵性的呼唤与牵引，亦是都市人返璞归真的潜意识。,3月23日 12:44
3523,larva哒楠楠,该说不说，假如这些通通都是她做的，那这得经过多少前期的沉淀啊，这得是学了多少东西啊，怕也是吃了不少苦，佩服！,3月30日 00:11
4168,寂寞的人等着寂寞的人,该买瓶护手霜给自己了！,3月29日 03:07
6239,那个明天68600,该出色的人永远不会消失在人群中。 她们会凭借自己的优点再次赢得称赞。,3月26日 14:46
14767,宇小刷,嘎嘎嘎 看完又燃起了生活的希望,3月23日 11:50
27775,SGZQXNL,富有诗意,3月22日 07:14
819,521七秒钟的记忆,复杂，耐心，高手，神仙……最后一幕太绝了,4月17日 22:41
5343,饼小盒,福利快来～～,3月27日 13:35
29000,h古月大大,福利不福利的不重要，重要的是又长见识了🤗,3月21日 23:15
17149,夏灯览新橙,浮躁世界，幸好还有李子柒美术史专业看到这些民间遗产艺术技艺感慨万千,3月23日 07:13
14304,泅渡着,浮躁的心平静了许多,3月23日 12:49
9416,粥粥粥白,浮躁的心看完平静了些许,3月24日 10:41
23208,真带劲儿,浮躁的社会，花一年多做好一件事是多么难能可贵。好唯美的视频,3月22日 21:25
25650,腻说呢,服装设计师表示地位难保,3月22日 16:13
8571,正经的青年-,服装设计了解一下,3月24日 20:49
32206,黄梅时节家家y,服气服气，太绝了姐姐,3月21日 16:14
3840,远雨星宸,服气，是真服气,3月29日 18:42
8741,__Jun____,服气，姐姐你有啥不会吗,3月24日 18:33
7743,IBN51000,服气,3月25日 11:27
17624,我的姐姐是最好的,服气,3月23日 02:31
29447,是666667,服气,3月21日 22:30
31275,路前凝望,服气,3月21日 18:27
19721,看风景的人668,服了服了 神奇女子 神仙生活,3月22日 23:28
32193,玉冰然,服了服了,3月21日 16:15
15045,给我来件儿皮大衣,服了，真的服了,3月23日 11:10
25043,铁扇公主不要牛魔王,服了，你果然什么都会,3月22日 18:57
11798,李小娟_Martina,否极泰来,3月23日 19:23
29759,南非鱼,缝衣服的针法和我一样,3月21日 21:55
14656,不吃鱼的猫LH,缝线技术太好了,3月23日 12:06
14016,藏一罐优格冰沙_Daisy,疯了，这女人我太爱了,3月23日 13:25
10218,Klee___,疯了 一直在念叨疯了 好想你哦真的,3月23日 23:15
19719,CindyHHY,疯了 惊呆🤯 太厉害了吧,3月22日 23:28
24596,新型冠状病毒,疯狂打 call,3月22日 20:31
16140,香草吧噗PuPu,封面太好看,3月23日 09:15
1000,金金金要有很多金,封面绝了，我词穷,4月14日 13:25
29038,阿汪喜欢狗哥,风月同天,3月21日 23:10
23925,火锅味的姑娘,风雨同舟，砥砺前行。,3月22日 21:00
5264,小沇xiaoyan,风晴雪！！！,3月27日 15:45
9600,美食视频菜谱,风景太美了，李子柒她活出了我梦想生活。[捂脸]晨兴理荒秽，斜阳照墟落，穷巷牛羊归，采菊东篱下，悠然见南山,3月24日 08:14
19274,拟-生,风景好美，且没想到最后的用途,3月22日 23:49
24296,橙子Vc妮,风格喜欢,3月22日 20:48
30803,有志者事竟成丨,风的声音,3月21日 19:40
5966,子不语天之道,风吹云携雨将到，忙把农具手中操。播下生活百般苦，秋收成果三尺高。,3月26日 20:18
21487,眼睛会笑的_公子钰,风吹花落，眼前浮现的竟是黛玉的身影。  第一次转李子柒的视频是竹木，这次是蓝染布，对竹木和布有一种特别的执着。读书的时候去凤凰，看到一块漂亮的蓝染布，那时候买不起，后来再也没有找到自己心仪的一块布。今年年初去老挝，买到了一个手工袋，回到家才发现里面就是用蓝染布缝制的，如获至宝,3月22日 22:22
15008,Irene莉荔,粉了你几年了子柒染布，历经四季。从播种打靛，到染布做衣。印着子柒侧影的门帘，民俗风情的四件套床品，手打流苏的睡袍，阿婆的盘扣春褂，无一不在你的手里见证惊奇。感谢你和阿婆把寂寥过成悠然，点亮无数人心中的桃源绮梦。爱你//:好久不见，我想哭你们了,3月23日 11:16
27803,桃胶羚羊角,粉了粉了柒真的太厉害了！！！花纹画的好好看这些手艺太强了,3月22日 06:52
4385,为溪丽颖,粉了粉了,3月28日 20:42
19644,佘小航,粉了,3月22日 23:31
279,光影圆圆,粉花印出蓝布太神奇了,5月7日 01:30
15211,木头人星星,粉淡香清自一家，未容桃李占年华[米奇比心] 不愧是神仙姐姐～(￣▽￣～)~我也好想去看梨花,3月23日 10:48
25433,梦会发芽阿向后,分享给需要的朋友了必须支持,3月22日 17:14
16908,飞鸿踏雪蹭蹭蹭,分享宝藏女孩,3月23日 07:55
18565,聆听雨落凡尘,分享，期待,3月23日 00:25
32377,自闭了想开了然后又自闭了,分外想念啊,3月21日 15:53
12688,李家四少li,分外想念,3月23日 16:42
13339,人众一点白,分母来了,3月23日 14:59
10161,北理的饭,分母,3月23日 23:22
20324,请尊重一下痴汉这个职业好吗,分母,3月22日 23:05
29174,饺子好好吃Y,非遗真的需要人们去了解和传承。,3月21日 22:59
15766,禾木杭之,非遗物质文化遗产是祖辈留给后人的无价财富，值得永存！,3月23日 09:49
14196,不吃土豆泥嗯,非遗文化太牛了 心里充满感动,3月23日 13:02
16887,明明啊哈哈,非遗文化传承大家,3月23日 07:58
188,zy赵妖镜,非遗太厉害了,3月20日 14:04
30371,粽子喵i,非遗视频！！,3月21日 20:33
6759,#NAME?,非遗纪录片呐,3月26日 00:16
13266,鲜活于末日,非遗非遗,3月23日 15:09
16670,长安阵,非遗的东西，民族的东西，值得传承。好喜欢这种啊,3月23日 08:23
26048,Bella050108,非遗传承太棒了！！！,3月22日 14:30
18342,博拉兔,非遗传承人，李子柒。,3月23日 00:40
21190,倩总今天也被小妖怪拦住了,非遗传承超赞,3月22日 22:33
1349,schylili,非遗传承,4月10日 18:19
24051,氵巳,非遗传承,3月22日 20:57
10761,Emily08010801,非遗必须的,3月23日 22:11
21077,今天更喜欢吴亦凡了,非遗啊啊啊太棒了 真的是才女 耗时几个月的成果真的是太棒了 别再杠了 你看视频看到她的手对比一下你自己的手，我都心疼了 还有说污染河水了看清楚好吗纯植物 太喜欢蓝色了 啊啊啊啊（此处省略几千个）,3月22日 22:37
30756,将来要当甜品店老板娘,非遗 真正的财富,3月21日 19:44
32543,上林发布,非遗,3月21日 15:34
59,_时梨,非物质文化遗产真的太棒了！！！,3月20日 13:09
21202,刺猬和毛毛虫,非物质文化遗产得到传承和弘扬，真的很棒,3月22日 22:32
11069,憨毛逗,非物质文化遗产,3月23日 21:27
22503,风风语语,非物质文化遗产,3月22日 21:49
7934,好吧我是羊羊,非物质文化宣传代言人,3月25日 08:13
26078,赤司家的小哲也,非酋求翻牌,3月22日 14:23
25721,俯仰之息,非常治愈系,3月22日 15:49
28299,水雨风瑟,非常有意义的视频，看完之后满血复活了,3月22日 00:48
21814,咻噗咚,非常有心的一期,3月22日 22:11
13671,我要刚着不能让人欺负,非常用心做视频,3月23日 14:12
15129,鱼唱给羊听,非常用心做的作品，想不通黑的人什么脑回路~期待更多好看有趣有意境的古早手艺,3月23日 10:59
9250,可欣宝宝5个月,非常喜欢子柒，你的所有作品我都看完了，这段时间你没有更新，我却过几天就来看你的微博，非常想念你,3月24日 12:41
17245,小女牙垚垚,非常喜欢你啊，这么久才更新，都着急看视频呢！,3月23日 06:52
4830,焰曦曦,非常喜欢你,3月28日 01:32
14723,舫卟旯暨的堍妞,非常喜欢蓝染。,3月23日 11:55
20890,劳清妹呀,非常喜欢的一个人,3月22日 22:44
2964,私黛刘丽,非常喜欢的博主，她的生活过得像画一样，非常的吃苦，孝顺，有才华。,3月31日 18:17
5170,背书包的小男孩,非常喜欢啊,3月27日 18:29
6274,平井桃在我怀里,非常完美了,3月26日 14:08
3521,王小乐最爱笑,非常奈斯,3月30日 00:15
18725,MiaHoooooooo,非常敬佩,3月23日 00:15
17447,皮卡丘的真知灼见,非常精美,3月23日 04:28
26711,施Man滴,非常非常向往这种返璞归真的生活。也是因为这样所以喜欢做饭、写毛笔字、弄十字绣等等... 享受的是一步一步 最终获得积累成果的沉淀感 而不是拿到现成速成的唐突感。♥️,3月22日 12:07
22306,wing-折依,非常非常希望你多做一些关于中国古代工艺的视频，加油！！！,3月22日 21:55
9482,吼_我说的都对,非常非常，喜欢你,3月24日 09:57
3665,皈依LR,非常棒,3月29日 22:39
27459,天道酬勤东东_51020,非常棒,3月22日 09:10
10350,旅途故乡O_o,放下大物我就来了，百分美丽,3月23日 22:59
1952,所幸111111,放假回家发现更新了，真好,4月3日 23:55
1802,索索sc,仿佛看到了大学时候被老师要求做蜡染的我们…买工具、选图案、画轮廓、封蜡、一遍遍染色、晾干、脱蜡，找店铺装裱…至今还挂在房间里。辛苦又值得的功课,4月4日 20:43
27395,林晨VvV晨,仿佛回到古代,3月22日 09:27
4371,Suan星人,仿佛等了一个世纪那么久，终于等到子柒更新了。好激动啊！子柒每次更新都没让我们失望，不断地把旧文化和手艺传承下，子柒棒棒哒！,3月28日 20:53
3933,百九味儿,防染浆在哪里买啊，毕业设计就是选的这个做,3月29日 15:05
5200,醋鹏飞,范闲他妈，就是李子柒吧,3月27日 17:34
12107,万国潇13669729159,返璞归真,3月23日 18:25
3423,飘渺奥黛,反正我又看了一遍，估计还得回头看几遍的。,3月30日 01:34
26552,叁白nia,反应迟钝，现在才看见！这难道不是神仙吗？,3月22日 12:50
5963,眼睛太迷人,反复看一直看还是爱看,3月26日 20:27
22379,Sarah张换媚,反复看了好几遍，还是压不住心底的震撼，柒姐加油,3月22日 21:53
6691,南边天色,反复看反复看，终于更新了,3月26日 01:17
26768,偶尔扯扯疯,反反复复看了N多遍，除了五体投地无话可说，真心佩服啊,3月22日 11:55
6605,qzuser96707岁月,繁复的工序。不过真的好看。,3月26日 08:07
18073,起飞的kiki酱,烦躁的心情需要靠她的视频来缓解,3月23日 01:06
28573,沐影罩,凡凡看着好可爱啊,3月22日 00:05
15292,书生白芷,凡尘俗世，惟女子之行如沐春风，处幽壑林间，化晨露育心；吾辈百感交集，拱手作揖以拜,3月23日 10:41
29474,h心碎无痕,翻我吧！啊啊啊,3月21日 22:27
7433,thou23,翻我！,3月25日 14:58
9214,是9月啦,翻了你无数次微博，终于更新了，想你,3月24日 12:57
20360,Li银八先生,翻了N多次微博，才终于看到你更新了,3月22日 23:03
4387,懒洋洋fighting,翻出一块蓝染布手帕，依然很美。,3月28日 20:41
30237,抚河桥北,帆布包一直是心里的念想啊！！！要是能中T恤那就更好了,3月21日 20:52
25853,只顾眼前苟且,发自内心的喜欢，喜欢这种视频！这种美好！,3月22日 15:16
10263,X呵呵呵呵呵呀,发质是真好啊，用的什么洗发水,3月23日 23:10
16010,平凡的蓝翔高材生,发芽这样的镜头拍了，长时间吧，,3月23日 09:26
1915,双子座小王女,发型很好看，教教我们编头发的方法啊，觉得特别美,4月4日 11:10
14186,water汪霆,发现你这些视频的剪辑时间基本都是按年来的,3月23日 13:04
613,二月2012,发现你又更新了，赶紧进来看，我觉得学会了这些以后，碰上穿越就可以在古代发家致富吧,4月26日 17:38
2392,z林深时见鹿海蓝时见鲸,发现了发现了,4月2日 07:49
5721,饭饭_豆子,发现关注的时间好久了啊，每次更新必看，还没这么长久的追过一个人呢,3月26日 23:37
19246,babyfenaa,发光,3月22日 23:50
7702,长征的鹿,发点抗疫的视频让你的海外网友了解一下,3月25日 11:57
13854,陋室盼风息,二诊作文题目,3月23日 13:47
31615,是Yita不是yita,二刷嘤嘤嘤，一天一遍看不够啊啊啊,3月21日 17:36
2103,伊顆吢只屬於伱,二刷 晚上看着好着好舒服 让人能安静下来,4月2日 23:35
12382,渐无书Q,二刷,3月23日 17:34
9624,-Yuan娜娜子-,二十三万分之一的小幸运,3月24日 07:42
6055,且待时间,二十多万人，我来凑个数吧,3月26日 18:14
7525,浅笑_837,耳目一新啊,3月25日 13:49
3948,没长大的孩子11,儿子说，妈妈你如果可以和她做朋友，我就可以去阿姨家院子玩了，自己喜欢看你的视频，儿子更喜欢，希望在他长大之前能实现他的愿望去你家院子玩一下午，其实自己住的乡下院子也很大，少了生活的乐趣,3月29日 14:31
2205,迷糊糊17号,儿子跟我一起看完了视频他说妈妈我好想哭，难不成他是被感动的想哭,4月2日 15:42
21119,东瓯林哥,儿时见过。,3月22日 22:36
11142,深茕可见一,嗯就默默的看完了，人美心善手艺好,3月23日 21:17
17045,那人真的姓福_error,嗯哼大王,3月23日 07:35
30759,淘气淘气淘气猫,嗯嗯嗯～,3月21日 19:44
18107,最棒的快乐的我-2037,嗯嗯😄,3月23日 01:03
18109,最棒的快乐的我-2037,嗯嗯,3月23日 01:02
22823,胡杨0657,嗯嗯,3月22日 21:39
17376,我呀阿金,嗯ヽ(○^㉨^)ﾉ♪,3月23日 05:43
23021,VVV勇往直前VVV,嗯，南通的蓝印花布,3月22日 21:32
19639,假电影po主,嗯，关注好久了!,3月22日 23:32
379,我丢了我和猫,嗯,5月1日 08:15
6120,栗子青阳,嗯,3月26日 16:57
7599,呆萌小粗腿葡萄,嗯,3月25日 13:06
8109,A掌心上的时光,嗯,3月25日 00:39
10287,彦俊fans-evanism,嗯,3月23日 23:07
13728,我不能吃李现的颜我不能,嗯,3月23日 14:03
16407,米蘭達誰是誰的誰,嗯,3月23日 08:50
16574,暖暖的春花开,嗯,3月23日 08:31
16916,科技10年,嗯,3月23日 07:54
17764,柠檬汁wx,嗯,3月23日 01:51
18174,真辽乓,嗯,3月23日 00:57
23662,凯林之家,嗯,3月22日 21:10
26555,幸运之星5553719,嗯,3月22日 12:50
10165,葛肥圆,诶呦，美太太,3月23日 23:22
27574,珈baby6688,诶嘛佩服死你了,3月22日 08:38
31930,李子柒一米5,诶，这是新博主吗？视频做的还挺好看的,3月21日 16:52
1756,木辰mint,诶，我记得我看过子柒姐姐为蓝染做的推文，怎么找不到了，谁可以帮我找一下吗，我想再看一遍，因为我太喜欢子柒姐姐做的这个蓝染视频了，谢谢🙏,4月4日 22:56
28475,库存股L,诶，深夜又来翻姐姐的视频辽,3月22日 00:20
3256,飞天小女警花花的日记,诶！,3月30日 13:45
21296,骑着扭扭车去旅行,呃呃呃,3月22日 22:29
22804,这日四日,呃，感觉周杰伦躺枪的节奏啊,3月22日 21:39
8071,今天你云吸猫了么,额的神呀,3月25日 01:10
10746,采薇Ccl,鹅梅英！,3月23日 22:13
22476,张薜莲,多转发几次...这样中奖的几率可能性大一些......,3月22日 21:50
26583,意映卿卿HJX,多想和爱人生活在这样的地方 就像将军归田卸甲 还能捧一壶你沏的茶,3月22日 12:44
7471,希阳Go,多少小伙伴和我一样，看完起鸡皮疙瘩,3月25日 14:29
9655,广肀口王山而,多少世的沉浮才能得此生仙女在人间,3月24日 06:13
5394,碧帘阁主,多少人向往的生活，大体如此。大音希声，大象无形。大美，无关风月。  弱女子的纤纤细手染上苍台花径的风霜雨雪，便成就了山水田园之间别有洞天的锦绣繁华……,3月27日 12:39
12284,雪上一只蒿-,多少人羡慕你的生活。 谢谢你带给我们温暖。,3月23日 17:51
11023,小莹的小姐姐,多少次的努力才有一次的成功，不忘初心,3月23日 21:37
150,愚七er,多日不见，甚是想念！ 无论是疫情期间的辛苦捐赠，还是蓝印工艺的美丽呈现，都棒棒哒！以前尝试过扎染，简单的多，但还是做失败一些。人美心善手巧的子柒，总是带来无穷惊喜！,3月20日 12:42
8266,一大朵包菜,多评论多刷刷视频，离铁粉不远了,3月24日 23:25
55,柒爷家的豆芽儿丶,多美的画面，多美的柒姐。,3月20日 12:36
15978,你好kitty猫,多么优秀的一个女子,3月23日 09:29
21052,喵喵咩啊欠,多么美妙的一双手啊,3月22日 22:38
11299,猪猪与猪猪霞,多么美好的意境！每次看视频都那么治愈！谢谢你，李子柒，及其团队。,3月23日 20:51
7058,不能拿我的未来陪你冒险,多么坚强的女生，加油！未来会更好,3月25日 21:01
6452,YUER渝,多看看这个小姐姐的视频,3月26日 11:10
14570,做欧皇的小尾巴,多看点，说不定哪天穿越了,3月23日 12:18
11274,捣蛋不给糖呀,多久没有发微博了你可是我的精神粮食啊,3月23日 20:55
16074,睡不醒的腻腻,多久没来了呜呜呜 边看网课边看视频,3月23日 09:21
519,esumesumesumesum,多好的姑娘,4月28日 13:23
13511,贺晓凡灬愚昧,多多健身有益身心,3月23日 14:32
14123,J-jinlijun,多多更新,3月23日 13:11
26424,none0fme,多得不说，太美了真的,3月22日 13:12
7829,卖芒果的小葡萄7,多次打卡,3月25日 10:02
15703,ACheng201106,多才多藝🌹🌹🌹,3月23日 09:55
1944,林林林大薇,多才多艺呀,4月4日 00:45
29515,独一无二的沙雕,多才多艺奇女子,3月21日 22:23
30011,HXTLCZ,多才多艺奇女子,3月21日 21:23
26781,陈陈陈陈之之好大大_,多才多艺李子柒。好美,3月22日 11:49
3122,长长就是个典雅的希腊小墨菊,多才多艺李子柒,3月30日 22:45
4191,超能蘑古力-,多才多艺的远方朋友,3月29日 01:12
23071,刘明白啊哦,多才多艺的小姐姐，好像就没有什么你不会的～,3月22日 21:30
14438,QIURUI520啊,多才多艺的人儿,3月23日 12:36
11286,spuer--star,多才多艺的奇女子,3月23日 20:52
4698,karoku丶,多才多艺的柒，终于营业了,3月28日 11:38
24159,玖捌妹妹,多才多艺的女子👍,3月22日 20:53
14831,暗了个香,多才多艺的女子，喜欢,3月23日 11:41
3443,是又又的阿山小仙女呀,多才多艺的女子，好喜欢！！！,3月30日 01:10
5733,洛美-7,多才多艺的女孩子👧,3月26日 23:31
743,摄影李府伊王,多才多艺的女孩,4月20日 15:48
18812,想了无数遍的名字都不可用,多才多艺的美丽女子,3月23日 00:11
31102,想喝奶茶的木子,多才多艺的李子柒谁不爱,3月21日 18:55
12824,乖乖兔小琦,多才多艺的李子柒,3月23日 16:21
24539,墨染苏叶,多才多艺的姐姐,3月22日 20:35
11756,Arrogant27175,多才多艺的才女！,3月23日 19:29
13281,尼玛沃姆霁旸,多才多艺☀️💕,3月23日 15:07
32272,梦想着和谐,多才多艺。我想要。,3月21日 16:05
20489,穷爸爸只想做个好爸爸,多才多艺。,3月22日 22:58
30332,金生水起168168,多才多艺，心灵手巧，有想法，有创意!  年轻人的楷模，硬生生的把农村的生活，过程诗与远方。,3月21日 20:38
22211,小努力的微博,多才多艺，想要这样的布做的东西,3月22日 21:58
2223,流木moumou,多才多艺，生活让人向往,4月2日 14:23
1582,矜持不是我的本性666,多才多艺，活得精致,4月6日 22:46
23797,柳如烟O,多才多艺，画得真好！,3月22日 21:05
25944,快乐的可乐吖-,多才多艺，爱死了,3月22日 14:52
27895,miss_travel,多才多艺！,3月22日 03:57
30687,supremebai,多才多艺！,3月21日 19:51
2316,樱花树下SJL,多才多艺,4月2日 10:18
2647,芒果哈蜜瓜520,多才多艺,4月1日 22:39
23366,红儿152,多才多艺,3月22日 21:20
26398,JJLin的双小鱼,多才多艺,3月22日 13:18
13250,fiona151_557,多保护你的手啊。能带手套就带手套，什么护手霜，手膜之类都要用起来，看着这手都让人心疼。,3月23日 15:12
15221,不想吃食堂的橘猫,蹲一下，姐姐太厉害了,3月23日 10:47
41,一溜烟的奔跑君,蹲个化学反应方程式,3月20日 12:22
30028,此生牛鹿,蹲到子柒大可爱,3月21日 21:20
18656,青冥上,蹲到新视频！！！！,3月23日 00:20
15105,山抹微云之处,蹲，好棒,3月23日 11:02
26961,郑郑郑素囧的小迷妹,蹲！,3月22日 11:05
6590,槐序P,蹲,3月26日 08:31
14303,猪_醉野,对自己太狠了，是多么强大的灵魂！,3月23日 12:49
18558,似是浓烈却很淡,对子柒姐姐五体投地,3月23日 00:25
27609,You就是你说你呢跟我走,对子柒姐姐的爱无法言表，就是喜欢你所有的样子，认真，努力，很喜欢这个蓝印布染,3月22日 08:25
14987,征兆z,对中华名族传统文化的坚持 对非物质遗产的传承 这才是真的爱国,3月23日 11:19
6720,疑惑地兆韶美,对于这个手机我超级的满意的,3月26日 00:38
13977,QQQQQQiYr,对于辗转在三台服务器中间，实验全线崩掉的人来说 这视频真是美好哭了,3月23日 13:29
5572,明媚之天灰灰,对于现在的工坊衣服掉色严重有什么好的解决方法？请解答一下呗,3月27日 07:10
32545,我是你的平平啊_,对于生活的热爱和文化的传承赋予了你独特的魅力，吸引我们，一直支持你加油！,3月21日 15:34
19684,H·Chole·L,对于李子柒姐姐真的是爱了爱了  希望能拥有一件姐姐做的物品耶,3月22日 23:30
189,萧奕_西南,对我来说，今天是很特别的一天。吃过晚饭我便颤巍巍的推门出去坐在门外，感受这晚年的春风。山花烂漫，我竟伫立良久，泪眼模糊，思绪万千，脑海中浮现断断续续的过往。此刻我十八岁的孙女激动的一边叫我一边跑出来:奶奶!你年轻时追李子柒终于更新啦!遂，我拿起我生锈的诺基亚，颤巍巍打出这评论。,3月20日 13:41
32203,Cenling_岑岺,对柒爷的能力从头感叹到尾 内心又觉得宁静,3月21日 16:14
31240,mn沐锦诺,对柒姐姐的才艺我真的无法用言语形容了,3月21日 18:33
18289,SunshineSmileCry,对盘扣好有情结上小学的时候妈妈曾教过我，当时觉得还挺简单、有趣的。。。。。。现在将近奔三的老姑娘了，好像已经忘记怎么盘扣了。。。而且曾经教我的她。。。。也不在了 。。。。。想她,3月23日 00:45
8687,学会说NoNo,对你完全是真爱,3月24日 19:16
4006,哆啦磊梦儿,对你所有的等待都是值得的,3月29日 13:03
24071,永远庚随lucky,对民国风衣服很心水，看到电视里穿的都很好看，就是买不到合适的,3月22日 20:56
28571,可爱的长腿老头1314,对李子柒是真爱,3月22日 00:05
28277,lingyu333呀,对蜡染有印象是在凤凰游玩时认识了一个非遗传承人，第一次觉得好美好特别，一直想自己画图案做一张属于自己的布，今个看见了制作的总过程真是满足，最后小姐姐擦点护手霜吧，乖！,3月22日 00:55
22184,鹿砦曦阳,对非物质文化遗产的传承，点赞,3月22日 21:59
11444,Rejure,对不起我来晚了，每天盼着更新，几天没刷微博，我柒就更新了,3月23日 20:25
4108,云云云云云七,对不起我来迟了wwwww,3月29日 09:26
32328,非你不廷,对不起，除了卧槽啥也说不出来,3月21日 15:59
7877,欢小茗同学,对叭起，我来晚了,3月25日 09:19
7261,雨后的箐箩,短轴距e级好评 国产加长货难看死了,3月25日 17:47
6514,sa笑笑笑笑笑笑笑笑笑笑笑笑笑,短袖短袖短袖,3月26日 10:04
2902,股市击狙手2020,短短十几分钟的视频，需要一个漫长的过程，成功不容易，需要付出常人所不能付出的一切,3月31日 22:02
10292,小九九993,短短十几分钟的视频，凝结了多少为之付出的智慧和才能。,3月23日 23:06
19680,瀛0627,短短十多分钟的视频确是经过整整四个季节才完成的。我不会写多么漂亮的词，也想不出多么美好的话语。我是马来西亚华人小粉丝，很喜欢你的视频。不敢保证倒背如流，但都有完整看过。希望我可以过自己想要的生活，开个书吧，做做糕点，泡泡茶，随时来个想走就走的旅行。,3月22日 23:30
6620,青籍驿,短短的16分钟的视频，其中时间的跨度却是一年，谁人又生来就会做这些事情？这背后的努力与付出是我们无法想象的。我和我的家人都很喜欢看你的视频。感谢你让我们看到文化的传承，看到这繁忙的生活的另一种存在，岁月静好。不用在意酸味的恶意评论，总会有一些吃不到葡萄说葡萄酸的狐狸，做你自己就好。,3月26日 07:20
18279,Seven万事坎坷终意平,读书少 不会夸 子柒真是全能啊！你就是仙女吧,3月23日 00:46
3174,BoiLer_MasTer,读书不多，卧槽，牛逼,3月30日 20:20
28244,Vivian_majesty,独立自主，能力强，你是女生的典范,3月22日 01:02
4762,社会龙哥4124,独具匠心,3月28日 09:36
7300,小锦儿一号,独具匠心,3月25日 17:08
27203,童丽莎-lisa,斗转星移，这是生活，本来的样子。,3月22日 10:12
15473,燕慕笙歌,斗转星移 寒来暑往 最是子柒 绿意盎然🍃,3月23日 10:20
12521,看好你啊加油,斗篷真心好看,3月23日 17:10
32114,H_最美的颜色是天空蓝,斗篷真的好好看啊,3月21日 16:28
8008,奈何泽兮,斗篷真的超好看！,3月25日 02:35
29032,凌若姐姐,斗篷太仙了！我家宝贝看你的视频总是说这个姐姐好辛苦好厉害👍，当然也好漂亮,3月21日 23:11
5798,漪子一一,斗篷是什么神仙,3月26日 22:47
28949,喜儿_轩轩,斗篷披风也太好看了吧,3月21日 23:21
19322,陈曦在南京,斗篷好美！,3月22日 23:46
4752,淘米淘出了个宝,斗篷好好看！,3月28日 10:00
31953,小1智话泯,斗篷好好看！,3月21日 16:50
26478,今年又没下雪呀,斗篷的渐变花纹超级好看~好喜欢啊~,3月22日 13:03
22969,晚晚寻荷,都这么晚了我没戏了,3月22日 21:34
11560,Peggy6524861197,都有李子柒这本书事，就不怕疫情了，吃穿不愁,3月23日 20:04
13937,片片香蕉,都要好好的,3月23日 13:34
17614,UPAiC,都想要,3月23日 02:36
7215,MUEN艾佳,都想死了你了,3月25日 18:35
15478,一间花屋的小梦,都说李子柒是中国文化的输出，果真如此,3月23日 10:19
7584,ReciprocalAZQ,都是自己手工做的，真厉害,3月25日 13:13
10049,海星188,都是力气活，腰不疼吗,3月23日 23:39
31829,尼步摇碧莲,都是蓝sai，莫非小姐姐也疯狂喜欢蓝sai,3月21日 17:08
7646,百香果去冰七分糖,都是精华,3月25日 12:37
607,surrviQ,都快看哭了 不知道为什么很感动,4月27日 04:04
4897,薜荔198302,都会染布了太厉害了吧,3月27日 23:43
659,tm晴晴,都会,4月24日 02:09
11917,jie的原味救赎,都好优秀啊,3月23日 19:02
5424,咪多多,都好美啊,3月27日 11:56
20007,撒哈拉沙漠的故事san,都好厉害欧,3月22日 23:17
24240,情书终成空,都好久没见过这些传统老工艺了,3月22日 20:50
29415,疯兔66666,都过了一年了 终于等来了你,3月21日 22:34
22245,ILYAF_Daytoy,都更新两天了才在首页看到，微博的时间线真是乱,3月22日 21:57
9419,睡在云上的猫_,都给我夸她！！！,3月24日 10:39
14801,黄柳娇152150,都等了两个月了，柒柒,3月23日 11:45
14504,坂田弗拉格综合Xia,都等得太久了吧这转评量哈哈哈哈,3月23日 12:28
24605,不畏远的远方,都不知道说些啥了，太棒了!,3月22日 20:30
26616,海生-万象,都不是铁粉了,3月22日 12:35
9031,知橼呀呀呀,都不舍的让结束,3月24日 14:45
6234,请把信寄给守林人,动作也太干净利索了叭,3月26日 14:52
16845,这___是啥啊,动手能力一如既往的厉害,3月23日 08:04
27252,清许源,动手能力一级哭再看一遍也喜欢的不得了,3月22日 10:01
7149,原来是荒原,动手能力太强了,3月25日 19:30
20537,郭子是我男朋友,动手能力绝了,3月22日 22:56
8763,婉颜小记,动手能力好强的说,3月24日 18:14
22840,小Q_1202,动手能力潮强了好吗。,3月22日 21:38
26403,雾松101823,动手能力超强,3月22日 13:17
13954,刘喜东东,动手能力超级激励人,3月23日 13:31
12975,Linli0693,动手能力,3月23日 15:58
8988,暖洋洋呀222,动人的美,3月24日 15:21
15660,炸毛的小朱,冬有雪❄️春有花慕了,3月23日 09:59
7806,方方董同学,冬天等到春天，终于等到了,3月25日 10:30
28220,更浅的紫,冬去春来，好看,3月22日 01:09
